Identifier,MergeCode,Country,ISO,Reg,Inc,Source,Calendar year (nearest),Problem 1: Data Not Credible,Problem 2: Cannot Exclude Resource Revenue Tax Categories,Problem 3: Data is of Questionable Analytical Comparability,Problem 4: Cannot Exclude Resource Revenue from Sub-Components of Total Tax Revenue,"Treat with Caution 1: Un-excluded Resource Revenue are Marginal, but Non-Negligible",Treat With Caution 2: Data of somewhat questionable quality,Revenue including social contributions,Revenue excluding social contributions,Revenue excluding Grants (including social contributions),Revenue excluding grants and social contributions,Total Resource Revenue,Total Non-Resource Revenue including social contributions,Taxes including social contributions,Taxes excluding social contributions,Resource taxes,Non-Resource tax including social contributions,Non-resource tax excluding social contributions,Direct taxes including social contributions and resource revenue,"Direct taxes including social contributions, excluding resource revenue","Direct taxes excluding social contributions, including resource revenue",Direct taxes excluding social contributions and resource revenue,"Taxes on income, profits, and capital gains ","Resource Component of Taxes on income, profits, and capital gains","Non-resource component of taxes on income, profits, and capital gains",Individuals ,Corporations and other enterprises ,Resource Component of Corporations and other enterprises,Non-resource component of Corporations and other enterprises,Taxes on payroll and workforce,Taxes on property,Indirect,Resource Component of Indirect,Non-Resource Component of Indirect Tax,"Taxes on goods and services,                Total","Taxes on goods and services, of which Taxes on Sales","Taxes on goods and services, of which Excises","Taxes on international trade and transactions, Total",Taxes on international trade and transactions Of which Import,Taxes on international trade and transactions Of which Export,Other taxes,Consolidated Non-Tax Revenue,Non-Resource Component of Non-Tax,Resources Component of Non-Tax,Social contributions,Grants,.,TotRev,TotTax,TotNonTax,Direct,Income,Indiv,Corp,Indirect,GS,Trade,Prob1,Prob2,Prob3,Prob4,twc1,twc2
BOL1985,1,Bolivia,BOL,3,2,IMF Country Report,1985,,1,,1,,,,,,,12.00%,,2.00%,2.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,1,,1,,
BOL1986,1,Bolivia,BOL,3,2,IMF Country Report,1986,,1,,1,,,19.90%,19.90%,18.70%,18.70%,12.90%,5.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,1.20%,,18.70%,,,,,,,,,,,1,,1,,
BOL1987,1,Bolivia,BOL,3,2,IMF Country Report,1987,,1,,1,,,18.30%,18.30%,17.90%,17.90%,13.10%,4.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.40%,,17.90%,,,,,,,,,,,1,,1,,
BOL1988,1,Bolivia,BOL,3,2,IMF Country Report,1988,,1,,1,,,20.40%,20.40%,19.40%,19.40%,12.70%,6.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,1.00%,,19.40%,,,,,,,,,,,1,,1,,
BOL1989,1,Bolivia,BOL,3,2,IMF Country Report,1989,,1,,1,,,21.10%,21.10%,19.50%,19.50%,12.40%,7.10%,8.30%,8.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,1.60%,,19.50%,,,,,,,,,,,1,,1,,
BOL1990,1,Bolivia,BOL,3,2,IMF Country Report,1990,,1,,1,,,23.00%,23.00%,21.00%,21.00%,13.00%,8.00%,9.00%,9.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,2.00%,,21.00%,,,,,,,,,,,1,,1,,
BOL1991,1,Bolivia,BOL,3,2,IMF Country Report,1991,,1,,1,,,24.30%,24.30%,22.60%,22.60%,14.20%,8.40%,9.20%,9.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,1.70%,,22.60%,,,,,,,,,,,1,,1,,
BOL1992,1,Bolivia,BOL,3,2,IMF Country Report,1992,,1,,1,,,22.80%,22.80%,22.00%,22.00%,11.90%,10.10%,10.60%,10.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.80%,,22.00%,,,,,,,,,,,1,,1,,
BOL1993,1,Bolivia,BOL,3,2,IMF Country Report,1993,,,,,,,21.56%,21.56%,20.06%,20.06%,,,16.97%,16.97%,6.69%,10.28%,10.28%,8.54%,1.85%,8.54%,1.85%,7.90%,6.69%,1.21%,0.52%,,,0.69%,,1.21%,7.11%,0.00%,7.11%,4.64%,,0.95%,1.32%,,,,0.88%,,,0.00%,1.49%,,20.06%,10.28%,9.79%,1.85%,1.21%,0.52%,0.69%,7.11%,4.64%,1.32%,,,,,,
BOL1994,1,Bolivia,BOL,3,2,IMF Country Report,1994,,,,,,,23.64%,23.64%,21.27%,21.27%,,,17.25%,17.25%,5.95%,9.86%,9.86%,7.64%,1.69%,7.64%,1.69%,6.98%,5.95%,1.03%,0.52%,,,0.52%,,1.03%,8.17%,0.00%,8.17%,5.29%,,0.98%,1.43%,,,,1.18%,,,0.00%,2.37%,,21.27%,9.86%,11.40%,1.69%,1.03%,0.52%,0.52%,8.17%,5.29%,1.43%,,,,,,
BOL1995,1,Bolivia,BOL,3,2,IMF Country Report,1995,,,,,,,23.79%,23.79%,22.24%,22.24%,,,17.47%,17.47%,5.32%,10.75%,10.75%,7.11%,1.79%,7.11%,1.79%,6.57%,5.32%,1.25%,0.70%,,,0.55%,,1.24%,8.95%,0.00%,8.95%,5.27%,,1.17%,1.40%,,,,1.19%,,,0.00%,1.55%,,22.24%,10.75%,11.49%,1.79%,1.25%,0.70%,0.55%,8.95%,5.27%,1.40%,,,,,,
BOL1996,1,Bolivia,BOL,3,2,IMF Country Report,1996,,,,,,,23.81%,23.81%,21.66%,21.66%,,,17.72%,17.72%,5.70%,12.03%,12.03%,8.35%,2.66%,8.35%,2.66%,7.47%,5.70%,1.77%,0.44%,,,1.33%,,0.88%,9.37%,0.00%,9.37%,5.07%,,1.05%,1.27%,,,,1.37%,,,0.00%,2.16%,,21.66%,12.03%,9.63%,2.66%,1.77%,0.44%,1.33%,9.37%,5.07%,1.27%,,,,,,
BOL1997,1,Bolivia,BOL,3,2,IMF Country Report,1997,,,,,,,23.74%,23.74%,22.35%,22.35%,,,17.86%,17.86%,4.40%,13.46%,13.46%,7.36%,2.96%,7.36%,2.96%,6.55%,4.40%,2.15%,0.44%,,,1.71%,,0.81%,10.50%,0.00%,10.50%,5.60%,,1.15%,1.42%,,,,1.59%,,,0.00%,1.39%,,22.35%,13.46%,8.89%,2.96%,2.15%,0.44%,1.71%,10.50%,5.60%,1.42%,,,,,,
BOL1998,1,Bolivia,BOL,3,2,IMF Country Report,1998,,,,,,,25.11%,25.11%,23.71%,23.71%,,,18.07%,18.07%,5.43%,12.65%,12.65%,8.87%,3.44%,8.87%,3.44%,7.95%,5.43%,2.52%,0.45%,,,2.07%,,0.92%,9.21%,0.00%,9.21%,6.01%,,1.33%,1.54%,,,,2.48%,,,0.00%,1.40%,,23.71%,12.65%,11.06%,3.44%,2.52%,0.45%,2.07%,9.21%,6.01%,1.54%,,,,,,
BOL1999,1,Bolivia,BOL,3,2,IMF Country Report,1999,,,,,,,25.96%,25.96%,24.12%,24.12%,,,17.22%,17.22%,5.25%,11.96%,11.96%,8.97%,3.72%,8.97%,3.72%,7.80%,5.25%,2.55%,0.42%,,,2.13%,,1.17%,8.25%,0.00%,8.25%,5.46%,,0.97%,1.31%,,,,3.62%,,,0.00%,1.84%,,24.12%,11.96%,12.16%,3.72%,2.55%,0.42%,2.13%,8.25%,5.46%,1.31%,,,,,,
BOL2000,1,Bolivia,BOL,3,2,IMF Country Report,2000,,,,,,,25.14%,25.14%,22.91%,22.91%,,,17.31%,17.31%,5.11%,12.21%,12.21%,8.84%,3.73%,8.84%,3.73%,7.71%,5.11%,2.60%,0.49%,,,2.11%,,1.13%,8.48%,0.00%,8.48%,5.57%,,1.03%,1.26%,,,,2.83%,,,0.00%,2.23%,,22.91%,12.21%,10.70%,3.73%,2.60%,0.49%,2.11%,8.48%,5.57%,1.26%,,,,,,
BOL2001,1,Bolivia,BOL,3,2,IMF Country Report,2001,,,,,,,24.32%,24.32%,21.90%,21.90%,,,16.76%,16.76%,5.05%,11.70%,11.70%,8.37%,3.31%,8.37%,3.31%,7.40%,5.05%,2.35%,0.43%,,,1.92%,,0.96%,8.39%,0.00%,8.39%,5.64%,,0.85%,1.05%,,,,3.09%,,,0.00%,2.42%,,21.90%,11.70%,10.20%,3.31%,2.35%,0.43%,1.92%,8.39%,5.64%,1.05%,,,,,,
BOL2002,1,Bolivia,BOL,3,2,IMF Country Report,2002,,,,,,,23.92%,23.92%,21.66%,21.66%,,,16.66%,16.66%,4.61%,12.05%,12.05%,7.85%,3.24%,7.85%,3.24%,6.83%,4.61%,2.22%,0.35%,,,1.87%,,1.02%,8.81%,0.00%,8.81%,6.02%,,0.69%,1.04%,,,,2.70%,,,0.00%,2.26%,,21.66%,12.05%,9.61%,3.24%,2.22%,0.35%,1.87%,8.81%,6.02%,1.04%,,,,,,
BOL2003,1,Bolivia,BOL,3,2,IMF Country Report,2003,,1,,1,,,24.10%,24.10%,21.20%,21.20%,2.80%,18.40%,17.80%,17.80%,,12.30%,12.30%,,2.90%,,2.90%,,,,,1.60%,,,,,9.40%,0.00%,9.40%,5.70%,,,0.90%,,,,3.40%,,,0.00%,2.90%,,21.20%,12.30%,8.90%,2.90%,,,,9.40%,5.70%,0.90%,,1,,1,,
BOL2004,1,Bolivia,BOL,3,2,IMF Country Report,2004,,1,,1,,,26.80%,26.80%,24.30%,24.30%,3.40%,20.90%,20.60%,20.60%,,15.60%,15.60%,,3.60%,,3.60%,,,,,2.00%,,,,,12.00%,0.00%,12.00%,6.30%,,0.50%,1.00%,,,,3.30%,,,0.00%,2.50%,,24.30%,15.60%,8.70%,3.60%,,,,12.00%,6.30%,1.00%,,1,,1,,
BOL2005,1,Bolivia,BOL,3,2,IMF Country Report,2005,,1,,1,,,30.95%,30.95%,27.49%,27.49%,6.53%,20.96%,25.11%,25.11%,,16.22%,16.22%,,4.25%,,4.25%,,,,,3.76%,,,,,11.96%,0.00%,11.96%,6.72%,,0.79%,0.99%,,,,3.16%,,,0.00%,3.46%,,27.49%,16.22%,11.27%,4.25%,,,,11.96%,6.72%,0.99%,,1,,1,,
BOL2006,1,Bolivia,BOL,3,2,IMF Country Report,2006,,,,,,,34.30%,34.30%,32.50%,32.50%,10.20%,22.30%,27.75%,27.75%,9.40%,18.35%,18.35%,14.15%,4.75%,14.15%,4.75%,14.15%,9.40%,4.75%,,3.10%,,,,,13.60%,0.00%,13.60%,6.80%,,2.20%,,,,,3.10%,,,0.00%,1.80%,,32.50%,18.35%,14.15%,4.75%,4.75%,,,13.60%,6.80%,,,,,,,
BOL2007,1,Bolivia,BOL,3,2,IMF Country Report,2007,,,,,,,34.39%,34.39%,32.79%,32.79%,9.40%,23.40%,27.79%,27.79%,9.00%,18.80%,18.80%,12.80%,3.80%,12.80%,3.80%,12.80%,9.00%,3.80%,,3.00%,,,,,15.00%,0.00%,15.00%,7.10%,,2.30%,,,,,3.30%,,,0.00%,1.60%,,32.79%,18.80%,14.00%,3.80%,3.80%,,,15.00%,7.10%,,,,,,,
BOL2008,1,Bolivia,BOL,3,2,IMF Country Report,2008,,,,,,,38.90%,38.90%,37.70%,37.70%,13.40%,24.30%,28.50%,28.50%,8.50%,20.00%,20.00%,13.00%,4.50%,13.00%,4.50%,13.00%,8.50%,4.50%,,3.70%,,,,,15.50%,0.00%,15.50%,7.40%,,2.10%,,,,,3.00%,,,0.00%,1.20%,,37.70%,20.00%,17.70%,4.50%,4.50%,,,15.50%,7.40%,,,,,,,
BOL2009,1,Bolivia,BOL,3,2,IMF Country Report,2009,,,,,,,25.79%,25.79%,24.59%,24.59%,10.10%,14.50%,26.89%,26.89%,8.30%,18.60%,18.60%,13.00%,4.70%,13.00%,4.70%,13.00%,8.30%,4.70%,,4.00%,,,,,13.90%,0.00%,13.90%,7.00%,,1.50%,,,,,4.70%,,,0.00%,1.20%,,24.59%,18.60%,6.00%,4.70%,4.70%,,,13.90%,7.00%,,,,,,,
BOL2010,1,Bolivia,BOL,3,2,IMF Country Report,2010,,,,,,,33.21%,33.21%,32.11%,32.11%,9.80%,22.30%,26.30%,26.30%,7.70%,18.60%,18.60%,12.30%,4.60%,12.30%,4.60%,12.30%,7.70%,4.60%,,3.80%,,,,,14.00%,0.00%,14.00%,7.20%,,1.60%,,,,,3.40%,,,0.00%,1.10%,,32.11%,18.60%,13.50%,4.60%,4.60%,,,14.00%,7.20%,,,,,,,
BOL2011,1,Bolivia,BOL,3,2,IMF Country Report,2011,,,,,,,36.19%,36.19%,35.39%,35.39%,10.40%,25.00%,28.89%,28.89%,8.30%,20.60%,20.60%,13.80%,5.50%,13.80%,5.50%,13.80%,8.30%,5.50%,,4.60%,,,,,15.20%,0.00%,15.20%,8.10%,,1.50%,,,,,3.00%,,,0.00%,0.80%,,35.39%,20.60%,14.80%,5.50%,5.50%,,,15.20%,8.10%,,,,,,,
BOL2012,1,Bolivia,BOL,3,2,IMF Country Report,2012,,,,,,,37.81%,37.81%,37.11%,37.11%,11.47%,25.64%,31.73%,31.73%,10.38%,21.35%,21.34%,16.06%,5.69%,16.06%,5.69%,16.06%,10.38%,5.69%,,5.49%,,,,,15.76%,0.00%,15.76%,8.68%,,1.30%,,,,,2.59%,,,0.00%,0.70%,,37.11%,21.34%,15.77%,5.69%,5.69%,,,15.76%,8.68%,,,,,,,
BOL2013,1,Bolivia,BOL,3,2,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA1980,1,Brazil,BRA,3,3,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA1981,1,Brazil,BRA,3,3,,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA1982,1,Brazil,BRA,3,3,,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA1983,1,Brazil,BRA,3,3,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA1984,1,Brazil,BRA,3,3,,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA1985,1,Brazil,BRA,3,3,,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA1986,1,Brazil,BRA,3,3,,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA1987,1,Brazil,BRA,3,3,,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA1988,1,Brazil,BRA,3,3,,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA1989,1,Brazil,BRA,3,3,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA1990,1,Brazil,BRA,3,3,OECD Tax Statistics: Latin American Countries,1990,,,,,,,,,,,,,27.14%,20.63%,0.00%,27.14%,20.63%,13.59%,13.59%,7.08%,7.08%,4.90%,0.00%,4.90%,0.33%,2.02%,0.00%,2.02%,0.42%,1.76%,13.55%,0.00%,13.55%,12.95%,12.57%,0.00%,0.00%,0.00%,0.00%,0.60%,,,,6.52%,,,,20.63%,,7.08%,4.90%,0.33%,2.02%,13.55%,12.95%,0.00%,,,,,,
BRA1991,1,Brazil,BRA,3,3,OECD Tax Statistics: Latin American Countries,1991,,,,,,,,,,,,,22.60%,16.75%,0.00%,22.60%,16.75%,11.03%,11.03%,5.18%,5.18%,3.62%,0.00%,3.62%,0.14%,1.05%,0.00%,1.05%,0.35%,1.21%,11.57%,0.00%,11.57%,11.02%,10.61%,0.00%,0.00%,0.00%,0.00%,0.56%,,,,5.85%,,,,16.75%,,5.18%,3.62%,0.14%,1.05%,11.57%,11.02%,0.00%,,,,,,
BRA1992,1,Brazil,BRA,3,3,OECD Tax Statistics: Latin American Countries,1992,,,,,,,,,,,,,23.82%,17.89%,0.00%,23.82%,17.89%,11.87%,11.87%,5.94%,5.94%,4.42%,0.00%,4.42%,0.14%,2.00%,0.00%,2.00%,0.37%,1.14%,11.95%,0.00%,11.95%,11.16%,10.77%,0.00%,0.00%,0.00%,0.00%,0.79%,,,,5.93%,,,,17.89%,,5.94%,4.42%,0.14%,2.00%,11.95%,11.16%,0.00%,,,,,,
BRA1993,1,Brazil,BRA,3,3,OECD Tax Statistics: Latin American Countries,1993,,,,,,,,,,,,,24.86%,18.14%,0.00%,24.86%,18.14%,12.86%,12.86%,6.15%,6.15%,4.63%,0.00%,4.63%,0.21%,1.75%,0.00%,1.75%,0.38%,1.14%,11.99%,0.00%,11.99%,11.16%,10.75%,0.00%,0.43%,0.43%,0.00%,0.40%,,,,6.72%,,,,18.14%,,6.15%,4.63%,0.21%,1.75%,11.99%,11.16%,0.43%,,,,,,
BRA1994,1,Brazil,BRA,3,3,OECD Tax Statistics: Latin American Countries,1994,,,,,,,,,,,,,28.63%,21.84%,0.00%,28.63%,21.84%,14.48%,14.48%,7.70%,7.70%,4.89%,0.00%,4.89%,0.27%,2.12%,0.00%,2.12%,0.62%,2.19%,14.14%,0.00%,14.14%,13.32%,12.82%,0.00%,0.51%,0.51%,0.00%,0.32%,,,,6.78%,,,,21.84%,,7.70%,4.89%,0.27%,2.12%,14.14%,13.32%,0.51%,,,,,,
BRA1995,1,Brazil,BRA,3,3,OECD Tax Statistics: Latin American Countries,1995,,,,,,,,,,,,,26.39%,19.84%,0.00%,26.39%,19.84%,13.58%,13.58%,7.03%,7.03%,5.10%,0.00%,5.10%,0.29%,2.03%,0.00%,2.03%,0.61%,1.32%,12.81%,0.00%,12.81%,11.86%,11.27%,0.00%,0.68%,0.68%,0.00%,0.28%,,,,6.55%,,,,19.84%,,7.03%,5.10%,0.29%,2.03%,12.81%,11.86%,0.68%,,,,,,
BRA1996,1,Brazil,BRA,3,3,OECD Tax Statistics: Latin American Countries,1996,,,,,,,,,,,,,26.00%,19.19%,0.00%,26.00%,19.19%,13.54%,13.54%,6.73%,6.73%,4.94%,0.00%,4.94%,0.28%,2.18%,0.00%,2.18%,0.57%,1.22%,12.45%,0.00%,12.45%,11.74%,11.11%,0.00%,0.49%,0.49%,0.00%,0.22%,,,,6.81%,,,,19.19%,,6.73%,4.94%,0.28%,2.18%,12.45%,11.74%,0.49%,,,,,,
BRA1997,1,Brazil,BRA,3,3,OECD Tax Statistics: Latin American Countries,1997,,,,,,,,,,,,,26.16%,19.50%,0.00%,26.16%,19.50%,14.10%,14.10%,7.44%,7.44%,4.80%,0.00%,4.80%,0.28%,2.03%,0.00%,2.03%,0.57%,2.07%,12.06%,0.00%,12.06%,11.32%,10.65%,0.00%,0.53%,0.53%,0.00%,0.20%,,,,6.66%,,,,19.50%,,7.44%,4.80%,0.28%,2.03%,12.06%,11.32%,0.53%,,,,,,
BRA1998,1,Brazil,BRA,3,3,OECD Tax Statistics: Latin American Countries,1998,,,,,,,32.63%,25.62%,32.63%,25.62%,,,26.71%,19.71%,0.00%,26.71%,19.71%,15.04%,15.04%,8.04%,8.04%,5.39%,0.00%,5.39%,0.28%,1.85%,0.00%,1.85%,0.49%,2.16%,11.67%,0.00%,11.67%,10.78%,10.12%,0.00%,0.65%,0.65%,0.00%,0.24%,5.92%,,,7.00%,,,25.62%,19.71%,5.92%,8.04%,5.39%,0.28%,1.85%,11.67%,10.78%,0.65%,,,,,,
BRA1999,1,Brazil,BRA,3,3,OECD Tax Statistics: Latin American Countries,1999,,,,,,,32.95%,26.28%,32.95%,26.28%,,,28.01%,21.34%,0.00%,28.01%,21.34%,14.96%,14.96%,8.29%,8.29%,5.67%,0.00%,5.67%,0.28%,1.80%,0.00%,1.80%,0.52%,2.10%,13.05%,0.00%,13.05%,12.06%,11.40%,0.00%,0.72%,0.72%,0.00%,0.27%,4.95%,,,6.67%,,,26.28%,21.34%,4.95%,8.29%,5.67%,0.28%,1.80%,13.05%,12.06%,0.72%,,,,,,
BRA2000,1,Brazil,BRA,3,3,OECD Tax Statistics: Latin American Countries,2000,,,,,,,34.28%,27.34%,34.28%,27.34%,,,29.52%,22.57%,0.00%,29.52%,22.57%,15.61%,15.61%,8.67%,8.67%,5.71%,0.00%,5.71%,0.28%,2.11%,0.00%,2.11%,0.56%,2.40%,13.90%,0.00%,13.90%,12.95%,12.31%,0.00%,0.70%,0.70%,0.00%,0.25%,4.76%,,,6.94%,,,27.34%,22.57%,4.76%,8.67%,5.71%,0.28%,2.11%,13.90%,12.95%,0.70%,,,,,,
BRA2001,1,Brazil,BRA,3,3,OECD Tax Statistics: Latin American Countries,2001,,,,,,,35.32%,28.31%,35.32%,28.31%,,,30.67%,23.66%,0.00%,30.67%,23.66%,16.16%,16.16%,9.15%,9.15%,6.01%,0.00%,6.01%,0.28%,1.92%,0.00%,1.92%,0.57%,2.57%,14.51%,0.00%,14.51%,13.49%,12.85%,0.00%,0.69%,0.69%,0.00%,0.32%,4.65%,,,7.01%,,,28.31%,23.66%,4.65%,9.15%,6.01%,0.28%,1.92%,14.51%,13.49%,0.69%,,,,,,
BRA2002,1,Brazil,BRA,3,3,OECD Tax Statistics: Latin American Countries,2002,,,,,,,35.72%,28.47%,35.72%,28.47%,,,31.39%,24.14%,0.00%,31.39%,24.14%,16.79%,16.79%,9.54%,9.54%,6.30%,0.00%,6.30%,0.28%,3.01%,0.00%,3.01%,0.56%,2.68%,14.60%,0.00%,14.60%,13.77%,12.60%,0.51%,0.53%,0.53%,0.00%,0.30%,4.33%,,,7.25%,,,28.47%,24.14%,4.33%,9.54%,6.30%,0.28%,3.01%,14.60%,13.77%,0.53%,,,,,,
BRA2003,1,Brazil,BRA,3,3,OECD Tax Statistics: Latin American Countries,2003,,,,,,,35.30%,28.13%,35.30%,28.13%,,,30.87%,23.70%,0.00%,30.87%,23.70%,16.67%,16.67%,9.50%,9.50%,6.27%,0.00%,6.27%,0.28%,2.75%,0.00%,2.75%,0.58%,2.65%,14.20%,0.00%,14.20%,13.46%,12.28%,0.49%,0.47%,0.47%,0.00%,0.27%,4.43%,,,7.17%,,,28.13%,23.70%,4.43%,9.50%,6.27%,0.28%,2.75%,14.20%,13.46%,0.47%,,,,,,
BRA2004,1,Brazil,BRA,3,3,OECD Tax Statistics: Latin American Countries,2004,,,,,,,36.04%,28.62%,36.04%,28.62%,,,31.80%,24.37%,0.00%,31.80%,24.37%,16.81%,16.81%,9.39%,9.39%,6.14%,0.00%,6.14%,0.30%,2.82%,0.00%,2.82%,0.62%,2.64%,14.98%,0.00%,14.98%,14.16%,13.03%,0.40%,0.47%,0.47%,0.00%,0.36%,4.25%,,,7.42%,,,28.62%,24.37%,4.25%,9.39%,6.14%,0.30%,2.82%,14.98%,14.16%,0.47%,,,,,,
BRA2005,1,Brazil,BRA,3,3,OECD Tax Statistics: Latin American Countries,2005,,,,,,,37.38%,29.64%,37.38%,29.64%,,,32.75%,25.00%,0.00%,32.75%,25.00%,17.88%,17.88%,10.13%,10.13%,6.88%,0.00%,6.88%,0.32%,3.36%,0.00%,3.36%,0.67%,2.59%,14.87%,0.00%,14.87%,14.22%,13.03%,0.35%,0.41%,0.41%,0.00%,0.23%,4.64%,,,7.75%,,,29.64%,25.00%,4.64%,10.13%,6.88%,0.32%,3.36%,14.87%,14.22%,0.41%,,,,,,
BRA2006,1,Brazil,BRA,3,3,OECD Tax Statistics: Latin American Countries,2006,,,,,,,35.49%,27.58%,35.49%,27.58%,,,32.54%,24.63%,0.00%,32.54%,24.63%,18.05%,18.05%,10.14%,10.14%,6.76%,0.00%,6.76%,0.33%,3.29%,0.00%,3.29%,0.73%,2.65%,14.49%,0.00%,14.49%,13.90%,12.65%,0.32%,0.41%,0.41%,0.00%,0.18%,2.95%,,,7.91%,,,27.58%,24.63%,2.95%,10.14%,6.76%,0.33%,3.29%,14.49%,13.90%,0.41%,,,,,,
BRA2007,1,Brazil,BRA,3,3,OECD Tax Statistics: Latin American Countries,2007,,,,,,,36.18%,28.26%,36.18%,28.26%,,,32.72%,24.81%,0.00%,32.72%,24.81%,18.52%,18.52%,10.61%,10.61%,7.09%,0.00%,7.09%,0.46%,3.63%,0.00%,3.63%,0.71%,2.81%,14.57%,0.00%,14.57%,13.89%,12.13%,0.29%,0.45%,0.45%,0.00%,0.23%,3.45%,,,7.92%,,,28.26%,24.81%,3.45%,10.61%,7.09%,0.46%,3.63%,14.57%,13.89%,0.45%,,,,,,
BRA2008,1,Brazil,BRA,3,3,OECD Tax Statistics: Latin American Countries,2008,,,,,,,36.41%,28.48%,36.41%,28.48%,,,33.03%,25.09%,0.00%,33.03%,25.09%,18.09%,18.09%,10.16%,10.16%,7.54%,0.00%,7.54%,0.44%,3.87%,0.00%,3.87%,0.75%,1.86%,14.94%,0.00%,14.94%,13.91%,12.55%,0.19%,0.55%,0.55%,0.00%,0.47%,3.38%,,,7.93%,,,28.48%,25.09%,3.38%,10.16%,7.54%,0.44%,3.87%,14.94%,13.91%,0.55%,,,,,,
BRA2009,1,Brazil,BRA,3,3,OECD Tax Statistics: Latin American Countries,2009,,,,,,,35.78%,27.56%,35.78%,27.56%,,,32.22%,24.00%,0.00%,32.22%,24.00%,17.71%,17.71%,9.49%,9.49%,7.04%,0.00%,7.04%,0.41%,3.63%,0.00%,3.63%,0.60%,1.84%,14.51%,0.00%,14.51%,12.94%,11.90%,0.15%,0.48%,0.48%,0.00%,1.09%,3.56%,,,8.22%,,,27.56%,24.00%,3.56%,9.49%,7.04%,0.41%,3.63%,14.51%,12.94%,0.48%,,,,,,
BRA2010,1,Brazil,BRA,3,3,OECD Tax Statistics: Latin American Countries,2010,,,,,,,37.18%,29.08%,37.18%,29.08%,,,32.22%,24.12%,0.00%,32.22%,24.12%,17.27%,17.27%,9.17%,9.17%,6.66%,0.00%,6.66%,0.42%,3.30%,0.00%,3.30%,0.60%,1.91%,14.96%,0.00%,14.96%,13.36%,12.22%,0.20%,0.54%,0.54%,0.00%,1.06%,4.96%,,,8.10%,,,29.08%,24.12%,4.96%,9.17%,6.66%,0.42%,3.30%,14.96%,13.36%,0.54%,,,,,,
BRA2011,1,Brazil,BRA,3,3,OECD Tax Statistics: Latin American Countries,2011,,,,,,,35.88%,27.59%,35.88%,27.59%,,,33.11%,24.81%,0.00%,33.11%,24.81%,18.08%,18.08%,9.79%,9.79%,7.18%,0.00%,7.18%,0.47%,3.51%,0.00%,3.51%,0.62%,1.98%,15.03%,0.00%,15.03%,13.35%,12.18%,0.20%,0.61%,0.61%,0.00%,1.07%,2.77%,,,8.29%,,,27.59%,24.81%,2.77%,9.79%,7.18%,0.47%,3.51%,15.03%,13.35%,0.61%,,,,,,
BRA2012,1,Brazil,BRA,3,3,OECD Tax Statistics: Latin American Countries,2012,,,,,,,36.77%,28.18%,36.77%,28.18%,,,33.19%,24.60%,0.00%,33.19%,24.60%,18.01%,18.01%,9.43%,9.43%,6.82%,0.00%,6.82%,0.48%,3.15%,0.00%,3.15%,0.65%,1.95%,15.17%,0.00%,15.17%,13.41%,12.30%,0.06%,0.66%,0.66%,0.00%,1.11%,3.58%,,,8.59%,,,28.18%,24.60%,3.58%,9.43%,6.82%,0.48%,3.15%,15.17%,13.41%,0.66%,,,,,,
BRA2013,1,Brazil,BRA,3,3,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
